,id,document_id,worker,sentence,subject_entity,object_entity,label
379,2094,person1.csv_364,['user:ymnseol'],"제 4회 유재하 음악경연대회 대상 수상자 유희열과 스튜디오 엔지니어 윤정오가 결성한 팀 '토이'의 첫 앨범으로 토이 감성의 시작점이 된 앨범. 연주부터 녹음까지 모두 두 사람의 손을 거쳤다. 이들의 데뷔음반에는 조동익, 이병우, 손진태, 김광민 등 정상급 음악가들이 앨범에 참여했고 장필순, 조규찬, 박상균, 김정호가 객원가수로 함께 했다.","{'word': '유희열', 'start_idx': 23, 'end_idx': 25, 'type': 'PER'}","{'word': '토이', 'start_idx': 50, 'end_idx': 51, 'type': 'ORG'}",per:member_of
380,1903,person1.csv_241,['user:ymnseol'],"2010년에 들어서 아이유는 음반 외의 활동을 주로 하게 되었는데 특히 라디오를 중심으로 많은 활동을 하였다. 2010년 4월에는 대한민국의 방송 3사의 라디오 프로그램 고정 출연만 5개를 했고, 2010년 4월 26일부터는 소녀시대 태연이 진행하던 MBC FM4U 《친한친구》의 DJ를 임시로 2주 동안 맡아 비스트의 윤두준과 함께 진행하는 모습도 보였다.","{'word': '아이유', 'start_idx': 11, 'end_idx': 13, 'type': 'PER'}","{'word': '윤두준', 'start_idx': 179, 'end_idx': 181, 'type': 'PER'}",per:colleagues
381,1403,person1.csv_95,['user:ymnseol'],《욕심쟁이》는 드라마와 예능에서도 자주 등장할 만큼 대중들에게 많은 사랑을 받게 된다. 1992년 최민수가 출연했던 국민 드라마 《사랑이 뭐길래》의 극 중 '지은이 할머니' 역을 맡았던 사미자가 TV에 나오는 심신을 보고 오빠라 칭하며 노래를 따라 부를 정도로 높은 인지도를 보였다. 이후 개그맨 유세윤이 MBC 《황금어장 무릎팍 도사》에서 '욕심쟁이 우후훗'이라는 유행어를 남기며 오래도록 회자되었다.,"{'word': '유세윤', 'start_idx': 166, 'end_idx': 168, 'type': 'PER'}","{'word': '개그맨', 'start_idx': 162, 'end_idx': 164, 'type': 'POH'}",per:title
382,250,person1.csv_111,['user:ymnseol'],"사촌 동생은 음악 그룹 ""서울 패밀리""의 보컬리스트 김승미이고 사촌 제부(김승미의 남편) 또한 음악 그룹 ""서울 패밀리""의 보컬리스트 김윤호이다. 사돈 친인척에 엄토미(색소포니스트), 엄앵란(배우) 등이 있다.","{'word': '김윤호', 'start_idx': 75, 'end_idx': 77, 'type': 'PER'}","{'word': '보컬리스트', 'start_idx': 69, 'end_idx': 73, 'type': 'POH'}",per:title
383,2187,person1.csv_327,['user:ymnseol'],"유희열은 자신보다 여덟 살 위인 형이 음악적인 부분에 있어 많은 영향을 주었다고 한다. 유희열이 초등학교 때 형은 경복고에 다녔는데 남성 무반주 중창단인 '글리'(glee)의 단원이었다. 유희열의 형은 노래를 잘했을 뿐 아니라 음악을 즐겨들었다. 덕분에 유희열도 자연스럽게 팝송과 가까워질 수 있었다. 또한 유희열의 친구가 되어 준 것은 FM 라디오에서 흘러나오는 팝송이었다. 그 당시 라디오를 통해 흐르던 아바, ELO, 비지스, 레이프 가렛, 트윈폴리오, 양희은, 김민기 등을 포함한 아티스트들의 곡은 그에게 있어 큰 영향이 되었다.","{'word': '유희열', 'start_idx': 172, 'end_idx': 174, 'type': 'PER'}","{'word': '김민기', 'start_idx': 262, 'end_idx': 264, 'type': 'PER'}",no_relation
384,1402,person1.csv_95,['user:ymnseol'],《욕심쟁이》는 드라마와 예능에서도 자주 등장할 만큼 대중들에게 많은 사랑을 받게 된다. 1992년 최민수가 출연했던 국민 드라마 《사랑이 뭐길래》의 극 중 '지은이 할머니' 역을 맡았던 사미자가 TV에 나오는 심신을 보고 오빠라 칭하며 노래를 따라 부를 정도로 높은 인지도를 보였다. 이후 개그맨 유세윤이 MBC 《황금어장 무릎팍 도사》에서 '욕심쟁이 우후훗'이라는 유행어를 남기며 오래도록 회자되었다.,"{'word': '유세윤', 'start_idx': 166, 'end_idx': 168, 'type': 'PER'}","{'word': '황금어장 무릎팍 도사', 'start_idx': 176, 'end_idx': 186, 'type': 'PRO'}",per:participate_in
385,1400,person1.csv_95,['user:ymnseol'],《욕심쟁이》는 드라마와 예능에서도 자주 등장할 만큼 대중들에게 많은 사랑을 받게 된다. 1992년 최민수가 출연했던 국민 드라마 《사랑이 뭐길래》의 극 중 '지은이 할머니' 역을 맡았던 사미자가 TV에 나오는 심신을 보고 오빠라 칭하며 노래를 따라 부를 정도로 높은 인지도를 보였다. 이후 개그맨 유세윤이 MBC 《황금어장 무릎팍 도사》에서 '욕심쟁이 우후훗'이라는 유행어를 남기며 오래도록 회자되었다.,"{'word': '최민수', 'start_idx': 55, 'end_idx': 57, 'type': 'PER'}","{'word': '사랑이 뭐길래', 'start_idx': 73, 'end_idx': 79, 'type': 'PRO'}",per:participate_in
386,274,person1.csv_250,['user:ymnseol'],"아이유는 2011년 11월 17일에 로엔 아티스트 공식 트위터를 통해 새 음반 이미지를 공개하며 컴백을 알렸고, 11월 29일에 아이유의 두 번째 정규음반 ""Last Fantasy""를 발매했다. 타이틀곡인 〈너랑 나〉는 〈잔소리〉와 〈좋은 날〉을 만들었던 이민수 작곡가, 김이나 작사가의 합작품으로, 10대 소녀가 시간 여행을 떠나 먼 미래를 만나고 온다는 신비롭고 기묘한 컨셉트를 갖고 있으며, 〈잔소리〉와 〈좋은 날〉에 이은 소녀 시리즈의 마지막 곡이다. 〈너랑 나〉는 음원이 발매되자마자 좋은 반응을 얻으며 모든 온라인 음원사이트 1위를 석권했다. 또한 가온 디지털 차트 1위는 물론 가온 다운로드 차트에서도 앨범 수록곡이 1위부터 12위까지 모두 차지하며 발매 첫 주 총 700만 건에 가까운 MP3 다운로드 수를 기록했는데, 가온 차트 관계자는 ""차트 집계 이례 1위부터 10위까지 모두 한 앨범의 수록곡이 차지한 경우는 이번이 처음이다. 음원 시장에서 아이유의 영향력은 폭발적이다""라고 평가했다.","{'word': '김이나', 'start_idx': 152, 'end_idx': 154, 'type': 'PER'}","{'word': '작사가', 'start_idx': 156, 'end_idx': 158, 'type': 'POH'}",per:title
387,2231,person1.csv_162,['user:ymnseol'],"2002년, 2008년 8월 제일화재 세실 극장에서 공연된 ‘안치환 혼자 부르는 노래’ 라이브 실황을 기록한 음반입니다.","{'word': '안치환', 'start_idx': 34, 'end_idx': 36, 'type': 'PER'}","{'word': '제일화재', 'start_idx': 16, 'end_idx': 19, 'type': 'ORG'}",no_relation
388,275,person1.csv_267,['user:ymnseol'],아이유는 2016년 8월 29일부터 2016년 11월 1일까지 방영한 SBS TV 드라마 《달의 연인 - 보보경심 려》의 주연을 맡아 사전제작촬영을 진행하였다. 초기에는 연기력 논란이 있었지만 드라마의 후반부에 갈수록 연기력을 인정받으며 호평을 받기도 하였다.,"{'word': '아이유', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '달의 연인 - 보보경심 려', 'start_idx': 51, 'end_idx': 64, 'type': 'PRO'}",per:participate_in
389,276,person1.csv_267,['user:ymnseol'],아이유는 2016년 8월 29일부터 2016년 11월 1일까지 방영한 SBS TV 드라마 《달의 연인 - 보보경심 려》의 주연을 맡아 사전제작촬영을 진행하였다. 초기에는 연기력 논란이 있었지만 드라마의 후반부에 갈수록 연기력을 인정받으며 호평을 받기도 하였다.,"{'word': '달의 연인 - 보보경심 려', 'start_idx': 51, 'end_idx': 64, 'type': 'PRO'}","{'word': '2016년 11월 1일', 'start_idx': 20, 'end_idx': 31, 'type': 'DAT'}",pro:end_at
390,1397,person1.csv_243,['user:ymnseol'],"2010년 7월초에는 음반 준비와 목 건강상의 이유로 모든 라디오 프로그램의 출연을 중단했지만, 그 해 7월 18일부터 시작된 SBS 《일요일이 좋다 - 영웅호걸》에 첫 예능 고정 출연을 하였다.","{'word': '일요일이 좋다 - 영웅호걸', 'start_idx': 76, 'end_idx': 89, 'type': 'PRO'}","{'word': '7월 18일', 'start_idx': 58, 'end_idx': 63, 'type': 'DAT'}",pro:start_at
391,2095,person1.csv_364,['user:ymnseol'],"제 4회 유재하 음악경연대회 대상 수상자 유희열과 스튜디오 엔지니어 윤정오가 결성한 팀 '토이'의 첫 앨범으로 토이 감성의 시작점이 된 앨범. 연주부터 녹음까지 모두 두 사람의 손을 거쳤다. 이들의 데뷔음반에는 조동익, 이병우, 손진태, 김광민 등 정상급 음악가들이 앨범에 참여했고 장필순, 조규찬, 박상균, 김정호가 객원가수로 함께 했다.","{'word': '조동익', 'start_idx': 118, 'end_idx': 120, 'type': 'PER'}","{'word': '음악가', 'start_idx': 143, 'end_idx': 145, 'type': 'POH'}",per:title
392,1383,person1.csv_253,['user:ymnseol'],"아이유는 싱글앨범 ""스무 살의 봄""을 2012년 5월 11일에 발매하였다. 그 이전에 자신의 세 번째 자작곡인 〈복숭아〉가 5월 4일에 선공개되어 모든 음원차트에서 1위를 하며 인기를 끌었고 11일에 공개된 타이틀곡 〈하루 끝〉도 발매되자마자 1위를 차지하였다. 한편 11일 공개된 〈하루 끝〉의 뮤직비디오는 러닝타임이 26분 55초로 단편음악영화 형식을 취하고 있다. 아이유는 'Real Fantasy' 콘서트 준비로 이번 싱글앨범 발매 홍보를 위한 방송활동은 일절 하지 않았다.","{'word': '아이유', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1위', 'start_idx': 136, 'end_idx': 137, 'type': 'POH'}",per:event
393,277,person1.csv_267,['user:ymnseol'],아이유는 2016년 8월 29일부터 2016년 11월 1일까지 방영한 SBS TV 드라마 《달의 연인 - 보보경심 려》의 주연을 맡아 사전제작촬영을 진행하였다. 초기에는 연기력 논란이 있었지만 드라마의 후반부에 갈수록 연기력을 인정받으며 호평을 받기도 하였다.,"{'word': '달의 연인 - 보보경심 려', 'start_idx': 51, 'end_idx': 64, 'type': 'PRO'}","{'word': '2016년 8월 29일', 'start_idx': 5, 'end_idx': 16, 'type': 'DAT'}",pro:start_at
394,2395,person1.csv_256,['user:ymnseol'],"아이유는 8월 19일부터 방송된 MBC의 《최강연승 퀴즈쇼 Q》에서 손범수, 박명수와 함께 첫 퀴즈쇼 MC로서 진행을 맡았다. 첫 회가 끝난 뒤 아이유의 진행 능력은 시청자들에게 합격점을 받으며 호응을 얻었다. 8월 20일에는 삼성전자가 갤럭시SⅢ의 인텔리전트 카메라로 완성한 포토에세이 '20살 아이유의 감성 사진 놀이'를 출간한다고 밝혔다. 이번 포토에세이는 아이유가 유명 사진작가 김한준의 도움을 받아 갤럭시SⅢ의 카메라로 자신의 일상 등을 직접 촬영한 사진 작품으로 이루어져 있다.","{'word': '아이유', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '손범수', 'start_idx': 38, 'end_idx': 40, 'type': 'PER'}",per:colleagues
395,2096,person1.csv_364,['user:ymnseol'],"제 4회 유재하 음악경연대회 대상 수상자 유희열과 스튜디오 엔지니어 윤정오가 결성한 팀 '토이'의 첫 앨범으로 토이 감성의 시작점이 된 앨범. 연주부터 녹음까지 모두 두 사람의 손을 거쳤다. 이들의 데뷔음반에는 조동익, 이병우, 손진태, 김광민 등 정상급 음악가들이 앨범에 참여했고 장필순, 조규찬, 박상균, 김정호가 객원가수로 함께 했다.","{'word': '이병우', 'start_idx': 123, 'end_idx': 125, 'type': 'PER'}","{'word': '음악가', 'start_idx': 143, 'end_idx': 145, 'type': 'POH'}",per:title
396,1384,person1.csv_163,['user:ymnseol'],"‘안치환Live 혼자 부르는 노래‘는 지난 2002, 2008년 8월에 제일화재 세실 극장에서 공연된 ’안치환 혼자 부르는 노래‘ 라이브 실황을 기록한 음반이다.","{'word': '안치환', 'start_idx': 58, 'end_idx': 60, 'type': 'PER'}","{'word': '제일화재', 'start_idx': 40, 'end_idx': 43, 'type': 'ORG'}",no_relation
397,186,person1.csv_106,['user:ymnseol'],"채상우(蔡相宇, 1999년 3월 31일 ~ )는 대한민국의 배우이다.","{'word': '채상우', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '蔡相宇', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}",per:alternate_name
398,187,person1.csv_106,['user:ymnseol'],"채상우(蔡相宇, 1999년 3월 31일 ~ )는 대한민국의 배우이다.","{'word': '채상우', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '배우', 'start_idx': 33, 'end_idx': 34, 'type': 'POH'}",per:title
399,1930,person1.csv_317,['user:ymnseol'],"유희열(柳喜烈, 1971년 4월 19일 ~ )은 대한민국의 가수, 음악 프로듀서이다. 원맨 프로젝트 밴드 토이(TOY)로 활동 중이다.","{'word': '유희열', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '柳喜烈', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}",per:alternate_name
400,1401,person1.csv_95,['user:ymnseol'],《욕심쟁이》는 드라마와 예능에서도 자주 등장할 만큼 대중들에게 많은 사랑을 받게 된다. 1992년 최민수가 출연했던 국민 드라마 《사랑이 뭐길래》의 극 중 '지은이 할머니' 역을 맡았던 사미자가 TV에 나오는 심신을 보고 오빠라 칭하며 노래를 따라 부를 정도로 높은 인지도를 보였다. 이후 개그맨 유세윤이 MBC 《황금어장 무릎팍 도사》에서 '욕심쟁이 우후훗'이라는 유행어를 남기며 오래도록 회자되었다.,"{'word': '사미자', 'start_idx': 104, 'end_idx': 106, 'type': 'PER'}","{'word': '사랑이 뭐길래', 'start_idx': 73, 'end_idx': 79, 'type': 'PRO'}",per:participate_in
401,1931,person1.csv_317,['user:ymnseol'],"유희열(柳喜烈, 1971년 4월 19일 ~ )은 대한민국의 가수, 음악 프로듀서이다. 원맨 프로젝트 밴드 토이(TOY)로 활동 중이다.","{'word': '유희열', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '토이', 'start_idx': 59, 'end_idx': 60, 'type': 'ORG'}",per:member_of
402,1382,person1.csv_253,['user:ymnseol'],"아이유는 싱글앨범 ""스무 살의 봄""을 2012년 5월 11일에 발매하였다. 그 이전에 자신의 세 번째 자작곡인 〈복숭아〉가 5월 4일에 선공개되어 모든 음원차트에서 1위를 하며 인기를 끌었고 11일에 공개된 타이틀곡 〈하루 끝〉도 발매되자마자 1위를 차지하였다. 한편 11일 공개된 〈하루 끝〉의 뮤직비디오는 러닝타임이 26분 55초로 단편음악영화 형식을 취하고 있다. 아이유는 'Real Fantasy' 콘서트 준비로 이번 싱글앨범 발매 홍보를 위한 방송활동은 일절 하지 않았다.","{'word': '아이유', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1위', 'start_idx': 92, 'end_idx': 93, 'type': 'POH'}",per:event
403,207,person1.csv_118,['user:ymnseol'],"2020년 4월, 팬클럽이 제작하고 전 세계 최초로 팬클럽 회원들이 코러스를 넣은 노래(그래)와 2019년 콘서트 때 가장 많이 부각된(히트곡제외) '나는 여자예요', '재회'가 수록된 미니앨범이 출반되었다. 또한 레게버전으로 편곡해 홀라당 멤버인 박사장과 콜라보한 감수광도 수록되었다. '그래'는 홍서범이 부른 노래로 원곡과는 확연히 다른 발라드풍의 노래이다. 2018년부터 매년 전국 투어 콘서트를 하고 있으며 2020년 역시 제주시를 비롯 전국 10여 개의 지역에서 콘서트를 계획했다.","{'word': '홀라당', 'start_idx': 131, 'end_idx': 133, 'type': 'ORG'}","{'word': '박사장', 'start_idx': 139, 'end_idx': 141, 'type': 'PER'}",org:employee
404,1872,person1.csv_266,['user:ymnseol'],"'2016 한국대중음악상' 선정위원 이대화는 앨범 ""CHAT-SHIRE""를 '최우수 팝 음반' 후보에 선정하며 다음과 같이 평가했다. ""아이유는 이 앨범을 통해 음악적으로 한 단계 성숙했다. 그 동안 가지 않았던 영역으로 대담하게 한 걸음 내디뎠기 때문이다. 그저 의외성만 탑재한 앨범도 아니다. 변신 못지 않게 완성도가 뛰어나다. 예전의 색깔과 새로운 시도가 훌륭하게 조화되어 있으며, 정통의 팝 문법과 감각적 접근법이 유연하게 섞여들고 있다."" 선정위원 최민우는 스물셋을 '최우수 팝 노래' 후보에 선정하며 다음과 같이 평가했다. ""지난해 아이유가 겪었던 일을 생각해보면 ‘스물셋’의 냉소적인 가사는 일종의 자기충족적 예언이었는지도 모르겠다. 미디어 서커스에서 외줄타기를 하는 여성 뮤지션의 복잡한 자의식을 이렇게 날카롭게 그려낸 한국어 노래가 또 있었을까? 훵키한 기타와 베이스, 밀고 당기는 리듬과 유연한 현악 세션이 곡에 긴장감을 부여하는 와중에 아이유의 ‘여우 아니면 곰’ 같은 목소리는 화려한 편곡과 구성을 매끄럽게 헤쳐 나간다. ‘스물셋’은 아이유가 다른 단계로 넘어갔음을, 적어도 그럴 준비가 충분히 되었음을 드러내는 곡이다.""","{'word': '최민우', 'start_idx': 256, 'end_idx': 258, 'type': 'PER'}","{'word': '선정위원', 'start_idx': 251, 'end_idx': 254, 'type': 'POH'}",per:title
405,996,person1.csv_278,['user:ymnseol'],"2018년 3월부터 5월까지 방영된 tvN의 김원석 연출, 박해영 극본의 드라마 《나의 아저씨》에 이지안 역으로 출연했다. 방영 전, 〈금요일에 만나요〉뮤직비디오에서 함께 호흡을 맞췄던 배우 장기용과의 재회가 화제가 되었다. 방영 이후, 아이유는 믿고 보는 가수 출신 배우 여자 부문 설문 조사에서 1위로 뽑히기도 하였다. 종연 전, 기자간담회에서 김원석 (연출가)은 ""이지은에 대해 말을 아끼겠다. 말로는 할 수가 없다. 다만, 이 말 한 마디만 하겠다. 이지은이 생각하는 이지안보다, 내가 생각하는 이지안의 모습이 항상 조금 더 부족하다.""라고 극찬하며 눈물을 보여 큰 화제를 모았다. 드라마의 높은 인기와 연이은 연기 호평과 함께 2018년 5월, 6월, 8월 여자 광고 모델 브랜드 평판에서 1위를 차지했다. '아시아태평양 스타 어워즈'에서 '중편 드라마 여자 최우수 연기상'을 수상하기도 하였다.","{'word': '아이유', 'start_idx': 133, 'end_idx': 135, 'type': 'PER'}","{'word': '1위', 'start_idx': 167, 'end_idx': 168, 'type': 'POH'}",per:event
406,997,person1.csv_278,['user:ymnseol'],"2018년 3월부터 5월까지 방영된 tvN의 김원석 연출, 박해영 극본의 드라마 《나의 아저씨》에 이지안 역으로 출연했다. 방영 전, 〈금요일에 만나요〉뮤직비디오에서 함께 호흡을 맞췄던 배우 장기용과의 재회가 화제가 되었다. 방영 이후, 아이유는 믿고 보는 가수 출신 배우 여자 부문 설문 조사에서 1위로 뽑히기도 하였다. 종연 전, 기자간담회에서 김원석 (연출가)은 ""이지은에 대해 말을 아끼겠다. 말로는 할 수가 없다. 다만, 이 말 한 마디만 하겠다. 이지은이 생각하는 이지안보다, 내가 생각하는 이지안의 모습이 항상 조금 더 부족하다.""라고 극찬하며 눈물을 보여 큰 화제를 모았다. 드라마의 높은 인기와 연이은 연기 호평과 함께 2018년 5월, 6월, 8월 여자 광고 모델 브랜드 평판에서 1위를 차지했다. '아시아태평양 스타 어워즈'에서 '중편 드라마 여자 최우수 연기상'을 수상하기도 하였다.","{'word': '아이유', 'start_idx': 133, 'end_idx': 135, 'type': 'PER'}","{'word': '1위', 'start_idx': 391, 'end_idx': 392, 'type': 'POH'}",per:event
407,177,person1.csv_242,['user:ymnseol'],"아이유는 2010년 3월에 Mnet에서 방송된 《A-Live》 - '김형석의 다락방 편'에 출연하였는데, 김형석은 아이유에 대해 ""나윤권과 함께 발라드를 부르는 모습을 보니 목소리나 호흡이 너무 좋더라""라며 ""아이유는 음색이 너무 예쁘다, 개인적으로 허스키하면서도 중음의 포인트가 너무 좋았다""라며 칭찬한 뒤 ""여러 신인들을 눈 여겨 보는데 재능 있는 이들 중 하나""라고 평가하였다. 이후 김형석은 ""유일하게 내가 먼저 곡을 주겠다고 한 유일한 가수""라고 칭찬하기도 했다. 이어 이승환도 ""앞으로 지켜봐야 할 가수""라고 언급했다. 음악평론 웹진 '이즘(IZM)'의 성원호는 ""천편일률적인 아이돌 세계에서도 예외는 있기 마련. 앙증맞은 목소리로 댄스곡을 부르다가도 기타를 튕기며 노래를 읊조릴 줄 아는 아이유가 바로 그런 존재""라고 높이 평가하면서도 ""보컬은 좀 더 솔직해 질 필요가 있다""라고 덧붙였다. 《위대한 탄생》에서 독설을 선보였던 박완규도 아이유의 방송을 빠짐없이 봤다며 팬임을 드러내기도 했다. 소프라노로 활약하고 있는 조수미는 ""아이유 노래 듣고 놀랐다. 아주 독특하고 뛰어난 가창력이다""라며 노래를 들어본 후 한국에 와서 인터넷으로 찾아봤다며 칭찬했다.","{'word': '박완규', 'start_idx': 470, 'end_idx': 472, 'type': 'PER'}","{'word': '위대한 탄생', 'start_idx': 451, 'end_idx': 456, 'type': 'PRO'}",per:participate_in
408,998,person1.csv_278,['user:ymnseol'],"2018년 3월부터 5월까지 방영된 tvN의 김원석 연출, 박해영 극본의 드라마 《나의 아저씨》에 이지안 역으로 출연했다. 방영 전, 〈금요일에 만나요〉뮤직비디오에서 함께 호흡을 맞췄던 배우 장기용과의 재회가 화제가 되었다. 방영 이후, 아이유는 믿고 보는 가수 출신 배우 여자 부문 설문 조사에서 1위로 뽑히기도 하였다. 종연 전, 기자간담회에서 김원석 (연출가)은 ""이지은에 대해 말을 아끼겠다. 말로는 할 수가 없다. 다만, 이 말 한 마디만 하겠다. 이지은이 생각하는 이지안보다, 내가 생각하는 이지안의 모습이 항상 조금 더 부족하다.""라고 극찬하며 눈물을 보여 큰 화제를 모았다. 드라마의 높은 인기와 연이은 연기 호평과 함께 2018년 5월, 6월, 8월 여자 광고 모델 브랜드 평판에서 1위를 차지했다. '아시아태평양 스타 어워즈'에서 '중편 드라마 여자 최우수 연기상'을 수상하기도 하였다.","{'word': '아이유', 'start_idx': 133, 'end_idx': 135, 'type': 'PER'}","{'word': '수상', 'start_idx': 440, 'end_idx': 441, 'type': 'POH'}",per:event
409,271,person1.csv_250,['user:ymnseol'],"아이유는 2011년 11월 17일에 로엔 아티스트 공식 트위터를 통해 새 음반 이미지를 공개하며 컴백을 알렸고, 11월 29일에 아이유의 두 번째 정규음반 ""Last Fantasy""를 발매했다. 타이틀곡인 〈너랑 나〉는 〈잔소리〉와 〈좋은 날〉을 만들었던 이민수 작곡가, 김이나 작사가의 합작품으로, 10대 소녀가 시간 여행을 떠나 먼 미래를 만나고 온다는 신비롭고 기묘한 컨셉트를 갖고 있으며, 〈잔소리〉와 〈좋은 날〉에 이은 소녀 시리즈의 마지막 곡이다. 〈너랑 나〉는 음원이 발매되자마자 좋은 반응을 얻으며 모든 온라인 음원사이트 1위를 석권했다. 또한 가온 디지털 차트 1위는 물론 가온 다운로드 차트에서도 앨범 수록곡이 1위부터 12위까지 모두 차지하며 발매 첫 주 총 700만 건에 가까운 MP3 다운로드 수를 기록했는데, 가온 차트 관계자는 ""차트 집계 이례 1위부터 10위까지 모두 한 앨범의 수록곡이 차지한 경우는 이번이 처음이다. 음원 시장에서 아이유의 영향력은 폭발적이다""라고 평가했다.","{'word': '아이유', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1위', 'start_idx': 300, 'end_idx': 301, 'type': 'POH'}",per:event
410,272,person1.csv_250,['user:ymnseol'],"아이유는 2011년 11월 17일에 로엔 아티스트 공식 트위터를 통해 새 음반 이미지를 공개하며 컴백을 알렸고, 11월 29일에 아이유의 두 번째 정규음반 ""Last Fantasy""를 발매했다. 타이틀곡인 〈너랑 나〉는 〈잔소리〉와 〈좋은 날〉을 만들었던 이민수 작곡가, 김이나 작사가의 합작품으로, 10대 소녀가 시간 여행을 떠나 먼 미래를 만나고 온다는 신비롭고 기묘한 컨셉트를 갖고 있으며, 〈잔소리〉와 〈좋은 날〉에 이은 소녀 시리즈의 마지막 곡이다. 〈너랑 나〉는 음원이 발매되자마자 좋은 반응을 얻으며 모든 온라인 음원사이트 1위를 석권했다. 또한 가온 디지털 차트 1위는 물론 가온 다운로드 차트에서도 앨범 수록곡이 1위부터 12위까지 모두 차지하며 발매 첫 주 총 700만 건에 가까운 MP3 다운로드 수를 기록했는데, 가온 차트 관계자는 ""차트 집계 이례 1위부터 10위까지 모두 한 앨범의 수록곡이 차지한 경우는 이번이 처음이다. 음원 시장에서 아이유의 영향력은 폭발적이다""라고 평가했다.","{'word': '아이유', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1위', 'start_idx': 323, 'end_idx': 324, 'type': 'POH'}",per:event
411,206,person1.csv_118,['user:ymnseol'],"2020년 4월, 팬클럽이 제작하고 전 세계 최초로 팬클럽 회원들이 코러스를 넣은 노래(그래)와 2019년 콘서트 때 가장 많이 부각된(히트곡제외) '나는 여자예요', '재회'가 수록된 미니앨범이 출반되었다. 또한 레게버전으로 편곡해 홀라당 멤버인 박사장과 콜라보한 감수광도 수록되었다. '그래'는 홍서범이 부른 노래로 원곡과는 확연히 다른 발라드풍의 노래이다. 2018년부터 매년 전국 투어 콘서트를 하고 있으며 2020년 역시 제주시를 비롯 전국 10여 개의 지역에서 콘서트를 계획했다.","{'word': '박사장', 'start_idx': 139, 'end_idx': 141, 'type': 'PER'}","{'word': '홀라당', 'start_idx': 131, 'end_idx': 133, 'type': 'ORG'}",per:member_of
412,1873,person1.csv_266,['user:ymnseol'],"'2016 한국대중음악상' 선정위원 이대화는 앨범 ""CHAT-SHIRE""를 '최우수 팝 음반' 후보에 선정하며 다음과 같이 평가했다. ""아이유는 이 앨범을 통해 음악적으로 한 단계 성숙했다. 그 동안 가지 않았던 영역으로 대담하게 한 걸음 내디뎠기 때문이다. 그저 의외성만 탑재한 앨범도 아니다. 변신 못지 않게 완성도가 뛰어나다. 예전의 색깔과 새로운 시도가 훌륭하게 조화되어 있으며, 정통의 팝 문법과 감각적 접근법이 유연하게 섞여들고 있다."" 선정위원 최민우는 스물셋을 '최우수 팝 노래' 후보에 선정하며 다음과 같이 평가했다. ""지난해 아이유가 겪었던 일을 생각해보면 ‘스물셋’의 냉소적인 가사는 일종의 자기충족적 예언이었는지도 모르겠다. 미디어 서커스에서 외줄타기를 하는 여성 뮤지션의 복잡한 자의식을 이렇게 날카롭게 그려낸 한국어 노래가 또 있었을까? 훵키한 기타와 베이스, 밀고 당기는 리듬과 유연한 현악 세션이 곡에 긴장감을 부여하는 와중에 아이유의 ‘여우 아니면 곰’ 같은 목소리는 화려한 편곡과 구성을 매끄럽게 헤쳐 나간다. ‘스물셋’은 아이유가 다른 단계로 넘어갔음을, 적어도 그럴 준비가 충분히 되었음을 드러내는 곡이다.""","{'word': '아이유', 'start_idx': 304, 'end_idx': 306, 'type': 'PER'}","{'word': '뮤지션', 'start_idx': 384, 'end_idx': 386, 'type': 'POH'}",per:title
